Comb version 0.3.1
Args  ./comb;512_512_512;-divide;2_2_1;-periodic;1_1_1;-ghost;8_8_8;-vars;3;-comm;cutoff;250;-comm;enable;mpi;-comm;post_recv;wait_all;-comm;post_send;wait_all;-comm;wait_recv;wait_all;-comm;wait_send;wait_all;-exec;enable;omp;-print_message_sizes;-print_packing_sizes
Started rank 0 of 4
Node cm4r15c06s05
Compiler "/dss/lrzsys/sys/spack/release/24.4.0/opt/x86_64/intel-oneapi-compilers/2024.1.0-gcc-ibqwgcs/compiler/2024.1/bin/icpx"
OMP num threads     7
OMP thread map      0;1;2;3;60;61;62
Cart coords         0        0        0
Message policy cutoff 250
Post Recv using wait_all method
Post Send using wait_all method
Wait Recv using wait_all method
Wait Send using wait_all method
Num cycles          5
Num vars            3
ghost_widths        8        8        8
sizes             512      512      512
divisions           2        2        1
periodic            1        1        1
division map
map                 0        0        0
map               256      256      512
map               512      512         
print message and packing sizes to proc file(s)
Starting test memcpy seq dst Host src Host
                      ,    number,  average(s),      min(s),      max(s)
pre-comm  ,        20, 0.021962677, 0.019552263, 0.024787691
post-recv ,        20, 0.000057418, 0.000038843, 0.000085568
post-send ,        20, 0.047132694, 0.042787444, 0.052084415
mid-comm  ,        20, 0.025321634, 0.022571157, 0.029661296
wait-recv ,        20, 0.062546452, 0.046647931, 0.079203036
wait-send ,        20, 0.001679388, 0.000774268, 0.002481057
post-comm ,        20, 0.024336809, 0.019656526, 0.027183205
start-up  ,         4, 0.045868367, 0.042888067, 0.048785665
test-comm ,         4, 0.602483886, 0.602473708, 0.602493911
bench-comm,         4, 0.928829037, 0.928826733, 0.928830996
