Comb version 0.3.1
Args  ./comb;512_512_512;-divide;2_2_1;-periodic;1_1_1;-ghost;8_8_8;-vars;3;-comm;cutoff;250;-comm;enable;mpi;-comm;post_recv;wait_all;-comm;post_send;wait_all;-comm;wait_recv;test_all;-comm;wait_send;test_all;-exec;enable;omp;-print_message_sizes;-print_packing_sizes
Started rank 0 of 4
Node cm4r15c06s05
Compiler "/dss/lrzsys/sys/spack/release/24.4.0/opt/x86_64/intel-oneapi-compilers/2024.1.0-gcc-ibqwgcs/compiler/2024.1/bin/icpx"
OMP num threads     1
OMP thread map      0
Cart coords         0        0        0
Message policy cutoff 250
Post Recv using wait_all method
Post Send using wait_all method
Wait Recv using test_all method
Wait Send using test_all method
Num cycles          5
Num vars            3
ghost_widths        8        8        8
sizes             512      512      512
divisions           2        2        1
periodic            1        1        1
division map
map                 0        0        0
map               256      256      512
map               512      512         
print message and packing sizes to proc file(s)
Starting test memcpy seq dst Host src Host
                      ,    number,  average(s),      min(s),      max(s)
pre-comm  ,        20, 0.097022634, 0.096317706, 0.097678342
post-recv ,        20, 0.000022197, 0.000018303, 0.000029093
post-send ,        20, 0.046261116, 0.045972733, 0.046572620
mid-comm  ,        20, 0.107569117, 0.106405330, 0.108721555
wait-recv ,        20, 0.070177974, 0.069678561, 0.071919836
wait-send ,        20, 0.000315179, 0.000300898, 0.000341736
post-comm ,        20, 0.107383760, 0.106418625, 0.109818394
start-up  ,         4, 0.145064652, 0.144611700, 0.145491555
test-comm ,         4, 1.617439837, 1.617432028, 1.617448096
bench-comm,         4, 2.151446888, 2.151438344, 2.151455158
