Comb version 0.3.1
Args  ./comb;512_512_512;-divide;2_2_1;-periodic;1_1_1;-ghost;1_1_1;-vars;3;-comm;cutoff;500000;-comm;enable;mpi;-comm;post_recv;wait_all;-comm;post_send;wait_all;-comm;wait_recv;test_all;-comm;wait_send;test_all;-exec;enable;omp;-print_message_sizes;-print_packing_sizes
Started rank 0 of 4
Node cm4r13c01s08
Compiler "/dss/lrzsys/sys/spack/release/24.4.0/opt/x86_64/intel-oneapi-compilers/2024.1.0-gcc-ibqwgcs/compiler/2024.1/bin/icpx"
OMP num threads     1
OMP thread map      0
Cart coords         0        0        0
Message policy cutoff 500000
Post Recv using wait_all method
Post Send using wait_all method
Wait Recv using test_all method
Wait Send using test_all method
Num cycles          5
Num vars            3
ghost_widths        1        1        1
sizes             512      512      512
divisions           2        2        1
periodic            1        1        1
division map
map                 0        0        0
map               256      256      512
map               512      512         
print message and packing sizes to proc file(s)
Starting test memcpy seq dst Host src Host
                      ,    number,  average(s),      min(s),      max(s)
copy_sync-3-34213896-8,        20, 0.173395234, 0.151594381, 0.189395279
Starting test memcpy omp dst Host src Host
                      ,    number,  average(s),      min(s),      max(s)
copy_sync-3-34213896-8,        20, 0.257557370, 0.245267190, 0.269632305
Starting test Comm mock Mesh seq Host Buffers seq Host seq Host
          ,    number,  average(s),      min(s),      max(s)
pre-comm  ,        20, 0.184460024, 0.171272480, 0.192788972
post-recv ,        20, 0.000019868, 0.000015939, 0.000024250
post-send ,        20, 0.015737753, 0.007366466, 0.021109167
mid-comm  ,        20, 0.183416677, 0.171418565, 0.196190425
wait-recv ,        20, 0.019288827, 0.008606308, 0.025626193
wait-send ,        20, 0.001499005, 0.000119576, 0.012411135
post-comm ,        20, 0.180856960, 0.171389148, 0.191539340
start-up  ,         4, 0.243877095, 0.239308461, 0.247276025
test-comm ,         4, 2.820002897, 2.819999521, 2.820004994
bench-comm,         4, 2.961742427, 2.953497090, 2.965478546
Starting test Comm mock Mesh omp Host Buffers seq Host seq Host
          ,    number,  average(s),      min(s),      max(s)
pre-comm  ,        20, 0.182978637, 0.174371912, 0.190327443
